id,case_title,case_type,case_number,year,division,court_name,pdf_url,translation_url,filename,upload_date,scraped_at
SC_HCD_0001,First Appeal 399/2011,First Appeal,399/2011,2011,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/419672_FIRST_APPEAL_399_OF_2011_ALLOWED.pdf,https://supremecourt.gov.bd/translation/process.php?file=419672_FIRST_APPEAL_399_OF_2011_ALLOWED.pdf,419672_FIRST_APPEAL_399_OF_2011_ALLOWED.pdf,,2026-08-22T14:57:43.379218
SC_HCD_0002,Criminal Revision (TN) 4407/2022,Criminal Revision (TN),4407/2022,2022,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1_CriminalRevisionNo.4407of2022.pdf,https://supremecourt.gov.bd/translation/process.php?file=1_CriminalRevisionNo.4407of2022.pdf,1_CriminalRevisionNo.4407of2022.pdf,,2026-08-22T14:57:43.379322
SC_HCD_0003,Civil Revision 2253/2012,Civil Revision,2253/2012,2012,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/506173_CivilRevision_2253of2012.pdf,https://supremecourt.gov.bd/translation/process.php?file=506173_CivilRevision_2253of2012.pdf,506173_CivilRevision_2253of2012.pdf,,2026-08-22T14:57:43.379391
SC_HCD_0004,Civil Revision 2712/2001,Civil Revision,2712/2001,2001,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/58292_CivilRevision_2712of2001.pdf,https://supremecourt.gov.bd/translation/process.php?file=58292_CivilRevision_2712of2001.pdf,58292_CivilRevision_2712of2001.pdf,,2026-08-22T14:57:43.379444
SC_HCD_0005,Civil Revision 2968/2014,Civil Revision,2968/2014,2014,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/807021_CivilRevision_2968of2014.pdf,https://supremecourt.gov.bd/translation/process.php?file=807021_CivilRevision_2968of2014.pdf,807021_CivilRevision_2968of2014.pdf,,2026-08-22T14:57:43.379498
SC_HCD_0006,Civil Revision 4125/2014,Civil Revision,4125/2014,2014,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/864738_CivilRevision_4125of2014.pdf,https://supremecourt.gov.bd/translation/process.php?file=864738_CivilRevision_4125of2014.pdf,864738_CivilRevision_4125of2014.pdf,,2026-08-22T14:57:43.379548
SC_HCD_0007,Civil Revision 118/2023,Civil Revision,118/2023,2023,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/2304608_CivilRevision_118of2023.pdf,https://supremecourt.gov.bd/translation/process.php?file=2304608_CivilRevision_118of2023.pdf,2304608_CivilRevision_118of2023.pdf,,2026-08-22T14:57:43.379606
SC_HCD_0008,Civil Revision 2867/2023,Civil Revision,2867/2023,2023,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3090415_CivilRevision_2867of2023.pdf,https://supremecourt.gov.bd/translation/process.php?file=3090415_CivilRevision_2867of2023.pdf,3090415_CivilRevision_2867of2023.pdf,,2026-08-22T14:57:43.379682
SC_HCD_0009,Civil Revision 3025/2013,Civil Revision,3025/2013,2013,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/668962_CivilRevision_3025of2013.pdf,https://supremecourt.gov.bd/translation/process.php?file=668962_CivilRevision_3025of2013.pdf,668962_CivilRevision_3025of2013.pdf,,2026-08-22T14:57:43.379737
SC_HCD_0010,Civil Revision 3500/2024,Civil Revision,3500/2024,2024,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3013184_CivilRevision_3500of2024.pdf,https://supremecourt.gov.bd/translation/process.php?file=3013184_CivilRevision_3500of2024.pdf,3013184_CivilRevision_3500of2024.pdf,,2026-08-22T14:57:43.379787
SC_HCD_0011,Civil Revision 3196/2024,Civil Revision,3196/2024,2024,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3113956_CivilRevision_3196of2024.pdf,https://supremecourt.gov.bd/translation/process.php?file=3113956_CivilRevision_3196of2024.pdf,3113956_CivilRevision_3196of2024.pdf,,2026-08-22T14:57:43.379835
SC_HCD_0012,Civil Revision 1042/2023,Civil Revision,1042/2023,2023,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/2540273_CivilRevision_1042of2023.pdf,https://supremecourt.gov.bd/translation/process.php?file=2540273_CivilRevision_1042of2023.pdf,2540273_CivilRevision_1042of2023.pdf,,2026-08-22T14:57:43.379883
SC_HCD_0013,Civil Revision 928/2018,Civil Revision,928/2018,2018,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1493870_CivilRevision_928of2018.pdf,https://supremecourt.gov.bd/translation/process.php?file=1493870_CivilRevision_928of2018.pdf,1493870_CivilRevision_928of2018.pdf,,2026-08-22T14:57:43.379930
SC_HCD_0014,Civil Revision 940/2020,Civil Revision,940/2020,2020,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1909139_CivilRevision_940of2020.pdf,https://supremecourt.gov.bd/translation/process.php?file=1909139_CivilRevision_940of2020.pdf,1909139_CivilRevision_940of2020.pdf,,2026-08-22T14:57:43.379978
SC_HCD_0015,Civil Revision 3058/2015,Civil Revision,3058/2015,2015,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1223759_CivilRevision_3058of2015.pdf,https://supremecourt.gov.bd/translation/process.php?file=1223759_CivilRevision_3058of2015.pdf,1223759_CivilRevision_3058of2015.pdf,,2026-08-22T14:57:43.380029
SC_HCD_0016,Civil Revision 1803/2025,Civil Revision,1803/2025,2025,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3623323_CivilRevision_1803of2025.pdf,https://supremecourt.gov.bd/translation/process.php?file=3623323_CivilRevision_1803of2025.pdf,3623323_CivilRevision_1803of2025.pdf,,2026-08-22T14:57:43.380075
SC_HCD_0017,Company Matter 1965/2025,Company Matter,1965/2025,2025,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3377775_CopanyMatterNo.1965of2025.pdf,https://supremecourt.gov.bd/translation/process.php?file=3377775_CopanyMatterNo.1965of2025.pdf,3377775_CopanyMatterNo.1965of2025.pdf,,2026-08-22T14:57:43.380126
SC_HCD_0018,Civil Revision 1561/1998,Civil Revision,1561/1998,1998,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/59875_CivilRevision_1561of1998.pdf,https://supremecourt.gov.bd/translation/process.php?file=59875_CivilRevision_1561of1998.pdf,59875_CivilRevision_1561of1998.pdf,,2026-08-22T14:57:43.380172
SC_HCD_0019,Civil Revision 252/2022,Civil Revision,252/2022,2022,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/2171389_CivilRevision_252of2022.pdf,https://supremecourt.gov.bd/translation/process.php?file=2171389_CivilRevision_252of2022.pdf,2171389_CivilRevision_252of2022.pdf,,2026-08-22T14:57:43.380218
SC_HCD_0020,Civil Revision 3513/2023,Civil Revision,3513/2023,2023,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/2510657_Civil_Revision_3513of2023.pdf,https://supremecourt.gov.bd/translation/process.php?file=2510657_Civil_Revision_3513of2023.pdf,2510657_Civil_Revision_3513of2023.pdf,,2026-08-22T14:57:43.380265
SC_HCD_0021,Civil Revision 5422/2023,Civil Revision,5422/2023,2023,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3186292_CivilRevision_5422of2023.pdf,https://supremecourt.gov.bd/translation/process.php?file=3186292_CivilRevision_5422of2023.pdf,3186292_CivilRevision_5422of2023.pdf,,2026-08-22T14:57:43.380311
SC_HCD_0022,Civil Revision 2051/2015,Civil Revision,2051/2015,2015,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/874592_CivilRevision_2051of2015.pdf,https://supremecourt.gov.bd/translation/process.php?file=874592_CivilRevision_2051of2015.pdf,874592_CivilRevision_2051of2015.pdf,,2026-08-22T14:57:43.380357
SC_HCD_0023,Civil Revision 986/2015,Civil Revision,986/2015,2015,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/844801_CivilRevision_986of2015.pdf,https://supremecourt.gov.bd/translation/process.php?file=844801_CivilRevision_986of2015.pdf,844801_CivilRevision_986of2015.pdf,,2026-08-22T14:57:43.380402
SC_HCD_0024,Civil Revision 3390/2010,Civil Revision,3390/2010,2010,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/142517_CivilRevision_3390of2010.pdf,https://supremecourt.gov.bd/translation/process.php?file=142517_CivilRevision_3390of2010.pdf,142517_CivilRevision_3390of2010.pdf,,2026-08-22T14:57:43.380447
SC_HCD_0025,Civil Revision 3134/2010,Civil Revision,3134/2010,2010,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/145321_CivilRevision_3134of2010.pdf,https://supremecourt.gov.bd/translation/process.php?file=145321_CivilRevision_3134of2010.pdf,145321_CivilRevision_3134of2010.pdf,,2026-08-22T14:57:43.380492
SC_HCD_0026,Civil Revision 2098/2007,Civil Revision,2098/2007,2007,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/77972_CivilRevision_2098of2007.pdf,https://supremecourt.gov.bd/translation/process.php?file=77972_CivilRevision_2098of2007.pdf,77972_CivilRevision_2098of2007.pdf,,2026-08-22T14:57:43.380538
SC_HCD_0027,Civil Revision 516/2010,Civil Revision,516/2010,2010,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/142761_CivilRevision_516of2010.pdf,https://supremecourt.gov.bd/translation/process.php?file=142761_CivilRevision_516of2010.pdf,142761_CivilRevision_516of2010.pdf,,2026-08-22T14:57:43.380589
SC_HCD_0028,Civil Revision 308/2018,Civil Revision,308/2018,2018,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1472461_CivilRevision_308of2018.pdf,https://supremecourt.gov.bd/translation/process.php?file=1472461_CivilRevision_308of2018.pdf,1472461_CivilRevision_308of2018.pdf,,2026-08-22T14:57:43.380635
SC_HCD_0029,Civil Rule 825/2022,Civil Rule,825/2022,2022,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3650121_CivilRule_825of2022.pdf,https://supremecourt.gov.bd/translation/process.php?file=3650121_CivilRule_825of2022.pdf,3650121_CivilRule_825of2022.pdf,,2026-08-22T14:57:43.380681
SC_HCD_0030,Civil Revision 1723/2002,Civil Revision,1723/2002,2002,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/77280_CivilRevision_1723of2002.pdf,https://supremecourt.gov.bd/translation/process.php?file=77280_CivilRevision_1723of2002.pdf,77280_CivilRevision_1723of2002.pdf,,2026-08-22T14:57:43.380732
SC_HCD_0031,Criminal Appeal(H) 1778/2011(Criminal Appeal(H) 1778/2011),Criminal Appeal(H),1778/2011,2011,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/346271_CriminalAppealCaseNo1778of2011.pdf,https://supremecourt.gov.bd/translation/process.php?file=346271_CriminalAppealCaseNo1778of2011.pdf,346271_CriminalAppealCaseNo1778of2011.pdf,,2026-08-22T14:57:43.380781
SC_HCD_0032,Death Reference 54/2019,Death Reference,54/2019,2019,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3240515_Death_Reference_1-No.54of2019.pdf,https://supremecourt.gov.bd/translation/process.php?file=3240515_Death_Reference_1-No.54of2019.pdf,3240515_Death_Reference_1-No.54of2019.pdf,,2026-08-22T14:57:43.380827
SC_HCD_0033,Writ Petition (TN) 10587/2010(Writ Petition (TN) 10587/2010),Writ Petition (TN),10587/2010,2010,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1_WritPetition_10587of2010.pdf,https://supremecourt.gov.bd/translation/process.php?file=1_WritPetition_10587of2010.pdf,1_WritPetition_10587of2010.pdf,,2026-08-22T14:57:43.380877
SC_HCD_0034,Writ Petition 13493/2016,Writ Petition,13493/2016,2016,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1047781_WritPetition_13493of2016.pdf,https://supremecourt.gov.bd/translation/process.php?file=1047781_WritPetition_13493of2016.pdf,1047781_WritPetition_13493of2016.pdf,,2026-08-22T14:57:43.380924
SC_HCD_0035,Writ Petition 14075/2016,Writ Petition,14075/2016,2016,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1048980_WritPetition_14075of2016.pdf,https://supremecourt.gov.bd/translation/process.php?file=1048980_WritPetition_14075of2016.pdf,1048980_WritPetition_14075of2016.pdf,,2026-08-22T14:57:43.380979
SC_HCD_0036,Criminal Misc (TN) 1283/2016,Criminal Misc (TN),1283/2016,2016,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1_CriminalMisellaneousCasNo1283of2016.pdf,https://supremecourt.gov.bd/translation/process.php?file=1_CriminalMisellaneousCasNo1283of2016.pdf,1_CriminalMisellaneousCasNo1283of2016.pdf,,2026-08-22T14:57:43.381028
SC_HCD_0037,Writ Petition 15507/2016,Writ Petition,15507/2016,2016,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1068181_WritPetition_15507of2016.pdf,https://supremecourt.gov.bd/translation/process.php?file=1068181_WritPetition_15507of2016.pdf,1068181_WritPetition_15507of2016.pdf,,2026-08-22T14:57:43.381076
SC_HCD_0038,Writ Petition 12703/2022,Writ Petition,12703/2022,2022,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/2857408_WritPetition_12703of2022.pdf,https://supremecourt.gov.bd/translation/process.php?file=2857408_WritPetition_12703of2022.pdf,2857408_WritPetition_12703of2022.pdf,,2026-08-22T14:57:43.381123
SC_HCD_0039,Writ Petition 9653/2024,Writ Petition,9653/2024,2024,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3231510_WritPetition_9653of2024.pdf,https://supremecourt.gov.bd/translation/process.php?file=3231510_WritPetition_9653of2024.pdf,3231510_WritPetition_9653of2024.pdf,,2026-08-22T14:57:43.381170
SC_HCD_0040,Writ Petition 8043/2016,Writ Petition,8043/2016,2016,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1008925_WritPetition_8043of2016.pdf,https://supremecourt.gov.bd/translation/process.php?file=1008925_WritPetition_8043of2016.pdf,1008925_WritPetition_8043of2016.pdf,,2026-08-22T14:57:43.381216
SC_HCD_0041,Writ Petition 7022/2015,Writ Petition,7022/2015,2015,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/857941_WritPetition_7022of2015.pdf,https://supremecourt.gov.bd/translation/process.php?file=857941_WritPetition_7022of2015.pdf,857941_WritPetition_7022of2015.pdf,,2026-08-22T14:57:43.381261
SC_HCD_0042,Writ Petition 7468/2022,Writ Petition,7468/2022,2022,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/2148901_WritPetition_7468of2022.pdf,https://supremecourt.gov.bd/translation/process.php?file=2148901_WritPetition_7468of2022.pdf,2148901_WritPetition_7468of2022.pdf,,2026-08-22T14:57:43.381305
SC_HCD_0043,Writ Petition 10167/2019,Writ Petition,10167/2019,2019,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/2889575_WritPetition_10167of2019.pdf,https://supremecourt.gov.bd/translation/process.php?file=2889575_WritPetition_10167of2019.pdf,2889575_WritPetition_10167of2019.pdf,,2026-08-22T14:57:43.381352
SC_HCD_0044,Trademark Application (TN) 168/2021(Trademark Application (TN) 168/2021),Trademark Application (TN),168/2021,2021,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1_WritPetition_168of2021.pdf,https://supremecourt.gov.bd/translation/process.php?file=1_WritPetition_168of2021.pdf,1_WritPetition_168of2021.pdf,,2026-08-22T14:57:43.381402
SC_HCD_0045,Writ Petition 10985/2024,Writ Petition,10985/2024,2024,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3083836_WritPetition_10985of2024.pdf,https://supremecourt.gov.bd/translation/process.php?file=3083836_WritPetition_10985of2024.pdf,3083836_WritPetition_10985of2024.pdf,,2026-08-22T14:57:43.381449
SC_HCD_0046,Writ Petition 1354/2016,Writ Petition,1354/2016,2016,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/935590_WritPetition_1354of2016.pdf,https://supremecourt.gov.bd/translation/process.php?file=935590_WritPetition_1354of2016.pdf,935590_WritPetition_1354of2016.pdf,,2026-08-22T14:57:43.381495
SC_HCD_0047,Writ Petition 5073/2013,Writ Petition,5073/2013,2013,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/627385_WritPetition_5073of2013.pdf,https://supremecourt.gov.bd/translation/process.php?file=627385_WritPetition_5073of2013.pdf,627385_WritPetition_5073of2013.pdf,,2026-08-22T14:57:43.381549
SC_HCD_0048,Writ Petition 5037/2017,Writ Petition,5037/2017,2017,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1141157_WritPetition_5037of2017.pdf,https://supremecourt.gov.bd/translation/process.php?file=1141157_WritPetition_5037of2017.pdf,1141157_WritPetition_5037of2017.pdf,,2026-08-22T14:57:44.635102
SC_HCD_0049,Writ Petition 17285/2017,Writ Petition,17285/2017,2017,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1322397_Writ_Petition_17285of2017.pdf,https://supremecourt.gov.bd/translation/process.php?file=1322397_Writ_Petition_17285of2017.pdf,1322397_Writ_Petition_17285of2017.pdf,,2026-08-22T14:57:44.635188
SC_HCD_0050,Company Matter 742/2026,Company Matter,742/2026,2026,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3645209_CompanyMatterNo.742of2026.pdf,https://supremecourt.gov.bd/translation/process.php?file=3645209_CompanyMatterNo.742of2026.pdf,3645209_CompanyMatterNo.742of2026.pdf,,2026-08-22T14:57:44.635255
SC_HCD_0051,Writ Petition 5357/2015,Writ Petition,5357/2015,2015,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/832243_WritPetition_5357of2015.pdf,https://supremecourt.gov.bd/translation/process.php?file=832243_WritPetition_5357of2015.pdf,832243_WritPetition_5357of2015.pdf,,2026-08-22T14:57:44.635310
SC_HCD_0052,Writ Petition 345/2022,Writ Petition,345/2022,2022,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/2586283_WritPetition_345of2022.pdf,https://supremecourt.gov.bd/translation/process.php?file=2586283_WritPetition_345of2022.pdf,2586283_WritPetition_345of2022.pdf,,2026-08-22T14:57:44.635363
SC_HCD_0053,Writ Petition 5270/2019,Writ Petition,5270/2019,2019,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1660429_WritPetition_5270of2019.pdf,https://supremecourt.gov.bd/translation/process.php?file=1660429_WritPetition_5270of2019.pdf,1660429_WritPetition_5270of2019.pdf,,2026-08-22T14:57:44.635416
SC_HCD_0054,Writ Petition 6549/2011,Writ Petition,6549/2011,2011,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/358272_WritPetition_6549of2011.pdf,https://supremecourt.gov.bd/translation/process.php?file=358272_WritPetition_6549of2011.pdf,358272_WritPetition_6549of2011.pdf,,2026-08-22T14:57:44.635467
SC_HCD_0055,Writ Petition 8141/2014,Writ Petition,8141/2014,2014,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/764041_WritPetition_8141of2014.pdf,https://supremecourt.gov.bd/translation/process.php?file=764041_WritPetition_8141of2014.pdf,764041_WritPetition_8141of2014.pdf,,2026-08-22T14:57:44.635520
SC_HCD_0056,Writ Petition 16484/2017,Writ Petition,16484/2017,2017,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1265903_WritPetition_16484of2017.pdf,https://supremecourt.gov.bd/translation/process.php?file=1265903_WritPetition_16484of2017.pdf,1265903_WritPetition_16484of2017.pdf,,2026-08-22T14:57:44.635571
SC_HCD_0057,Writ Petition (TN) 10660/2021,Writ Petition (TN),10660/2021,2021,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1_Writmandmausno10660of2021.pdf,https://supremecourt.gov.bd/translation/process.php?file=1_Writmandmausno10660of2021.pdf,1_Writmandmausno10660of2021.pdf,,2026-08-22T14:57:44.635630
SC_HCD_0058,Criminal Misc (TN) 58108/2022,Criminal Misc (TN),58108/2022,2022,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1_CriminalMiscellaneousCaseNo581082022.pdf,https://supremecourt.gov.bd/translation/process.php?file=1_CriminalMiscellaneousCaseNo581082022.pdf,1_CriminalMiscellaneousCaseNo581082022.pdf,,2026-08-22T14:57:44.635685
SC_HCD_0059,Writ Petition 3758/2024,Writ Petition,3758/2024,2024,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/2835644_W_P_No_3758of2024.pdf,https://supremecourt.gov.bd/translation/process.php?file=2835644_W_P_No_3758of2024.pdf,2835644_W_P_No_3758of2024.pdf,,2026-08-22T14:57:44.635737
SC_HCD_0060,Writ Petition 4230/2024,Writ Petition,4230/2024,2024,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3460561_W_P_No_4230of2024.pdf,https://supremecourt.gov.bd/translation/process.php?file=3460561_W_P_No_4230of2024.pdf,3460561_W_P_No_4230of2024.pdf,,2026-08-22T14:57:44.635798
SC_HCD_0061,Writ Petition (TN) 10358/2020,Writ Petition (TN),10358/2020,2020,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1_W_P_10358of2020.pdf,https://supremecourt.gov.bd/translation/process.php?file=1_W_P_10358of2020.pdf,1_W_P_10358of2020.pdf,,2026-08-22T14:57:44.635852
SC_HCD_0062,Writ Petition 11473/2019,Writ Petition,11473/2019,2019,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1620860_W_P_No_11473of2019.pdf,https://supremecourt.gov.bd/translation/process.php?file=1620860_W_P_No_11473of2019.pdf,1620860_W_P_No_11473of2019.pdf,,2026-08-22T14:57:44.635903
SC_HCD_0063,Writ Petition 18514/2025,Writ Petition,18514/2025,2025,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3464891_W_P_No_18514of2025.pdf,https://supremecourt.gov.bd/translation/process.php?file=3464891_W_P_No_18514of2025.pdf,3464891_W_P_No_18514of2025.pdf,,2026-08-22T14:57:44.635953
SC_HCD_0064,Writ Petition 13834/2025,Writ Petition,13834/2025,2025,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3387688_WritPetitionNo13834of2025Discharged.pdf,https://supremecourt.gov.bd/translation/process.php?file=3387688_WritPetitionNo13834of2025Discharged.pdf,3387688_WritPetitionNo13834of2025Discharged.pdf,,2026-08-22T14:57:44.636004
SC_HCD_0065,Writ Petition 6783/2026,Writ Petition,6783/2026,2026,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3601545_W_P_No_6783of2026.pdf,https://supremecourt.gov.bd/translation/process.php?file=3601545_W_P_No_6783of2026.pdf,3601545_W_P_No_6783of2026.pdf,,2026-08-22T14:57:44.636053
SC_HCD_0066,Death Reference 101/2019,Death Reference,101/2019,2019,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3465993_Death_Reference_1-No.101of2019.pdf,https://supremecourt.gov.bd/translation/process.php?file=3465993_Death_Reference_1-No.101of2019.pdf,3465993_Death_Reference_1-No.101of2019.pdf,,2026-08-22T14:57:44.636109
SC_HCD_0067,Death Reference 65/2019,Death Reference,65/2019,2019,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3240512_Death_Reference_1-No.65of2019.pdf,https://supremecourt.gov.bd/translation/process.php?file=3240512_Death_Reference_1-No.65of2019.pdf,3240512_Death_Reference_1-No.65of2019.pdf,,2026-08-22T14:57:44.636170
SC_HCD_0068,Death Reference 90/2019,Death Reference,90/2019,2019,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3618656_Death_Reference_1-No.90of2019.pdf,https://supremecourt.gov.bd/translation/process.php?file=3618656_Death_Reference_1-No.90of2019.pdf,3618656_Death_Reference_1-No.90of2019.pdf,,2026-08-22T14:57:44.636221
SC_HCD_0069,Death Reference 50/2019,Death Reference,50/2019,2019,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3618605_Death_Reference_1-No.50of2019.pdf,https://supremecourt.gov.bd/translation/process.php?file=3618605_Death_Reference_1-No.50of2019.pdf,3618605_Death_Reference_1-No.50of2019.pdf,,2026-08-22T14:57:44.636272
SC_HCD_0070,Death Reference 77/2019,Death Reference,77/2019,2019,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3618633_Death_Reference_1-No.77of2019.pdf,https://supremecourt.gov.bd/translation/process.php?file=3618633_Death_Reference_1-No.77of2019.pdf,3618633_Death_Reference_1-No.77of2019.pdf,,2026-08-22T14:57:44.636322
SC_HCD_0071,Death Reference 76/2019,Death Reference,76/2019,2019,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3618641_Death_Reference_1-No.76of2019.pdf,https://supremecourt.gov.bd/translation/process.php?file=3618641_Death_Reference_1-No.76of2019.pdf,3618641_Death_Reference_1-No.76of2019.pdf,,2026-08-22T14:57:44.636473
SC_HCD_0072,Criminal Revision 2570/2025,Criminal Revision,2570/2025,2025,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3609870_CriminalRevisionNo.2570of2025(17.08.2026)(discharged).pdf,https://supremecourt.gov.bd/translation/process.php?file=3609870_CriminalRevisionNo.2570of2025(17.08.2026)(discharged).pdf,3609870_CriminalRevisionNo.2570of2025(17.08.2026)(discharged).pdf,,2026-08-22T14:57:44.636532
SC_HCD_0073,Criminal Appeal(H) 8525/2025(Criminal Appeal(H) 8525/2025),Criminal Appeal(H),8525/2025,2025,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3429502_CriminalAppealNo.8525of2025(17.08.2026)(dismissed).pdf,https://supremecourt.gov.bd/translation/process.php?file=3429502_CriminalAppealNo.8525of2025(17.08.2026)(dismissed).pdf,3429502_CriminalAppealNo.8525of2025(17.08.2026)(dismissed).pdf,,2026-08-22T14:57:44.636585
SC_HCD_0074,Criminal Revision 313/2026,Criminal Revision,313/2026,2026,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3688396_CriminalRevisionNo.313of2026(discharged)(16.08.2026).pdf,https://supremecourt.gov.bd/translation/process.php?file=3688396_CriminalRevisionNo.313of2026(discharged)(16.08.2026).pdf,3688396_CriminalRevisionNo.313of2026(discharged)(16.08.2026).pdf,,2026-08-22T14:57:44.636663
SC_HCD_0075,Death Reference 32/2019,Death Reference,32/2019,2019,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3618580_Death_Reference_1-No.32of2019.pdf,https://supremecourt.gov.bd/translation/process.php?file=3618580_Death_Reference_1-No.32of2019.pdf,3618580_Death_Reference_1-No.32of2019.pdf,,2026-08-22T14:57:44.636714
